Dia/Sem;Dia;Local;Categoria;Dispositivo;Receita de produto;Receita de frete;Despesa de Frete;Qtd de pedidos;%Margem do produto;
Sex;20/jan;Região IV;B;1;0;0;0;0;0%;
Sáb;21/jan;Região IV;B;1;0;0;0;0;0%;
Dom;22/jan;Região IV;B;1;6.531;440;335;4;-24%;
Seg;23/jan;Região IV;B;1;6.673;446;481;4;-27%;
Ter;24/jan;Região IV;B;1;0;0;0;0;0%;
Qua;25/jan;Região IV;B;1;0;0;0;0;0%;
Qui;26/jan;Região IV;B;1;10.843;888;662;8;-17%;
Sex;27/jan;Região IV;B;1;6.815;886;728;4;8%;
Sáb;28/jan;Região IV;B;1;4.117;451;308;4;-11%;
Dom;29/jan;Região IV;B;1;6.673;355;385;4;-27%;
Seg;30/jan;Região IV;B;1;0;0;0;0;0%;
Ter;31/jan;Região IV;B;1;0;0;0;0;0%;
Qua;01/fev;Região IV;B;1;0;0;0;0;0%;
Qui;02/fev;Região IV;B;1;0;0;0;0;0%;
Sex;03/fev;Região IV;B;1;0;0;0;0;0%;
Sáb;04/fev;Região IV;B;1;3.576;420;457;4;-5%;
Dom;05/fev;Região IV;B;1;0;0;0;0;0%;
Seg;06/fev;Região IV;B;1;0;0;0;0;0%;
Ter;07/fev;Região IV;B;1;0;0;0;0;0%;
Qua;08/fev;Região IV;B;1;3.232;406;275;4;21%;
Qui;09/fev;Região IV;B;1;0;0;0;0;0%;
Sex;10/fev;Região IV;B;1;0;0;0;0;0%;
Sáb;11/fev;Região IV;B;1;0;0;0;0;0%;
Dom;12/fev;Região IV;B;1;0;0;0;0;0%;
Seg;13/fev;Região IV;B;1;0;0;0;0;0%;
Ter;14/fev;Região IV;B;1;0;0;0;0;0%;
Qua;15/fev;Região IV;B;1;0;0;0;0;0%;
Qui;16/fev;Região IV;B;1;0;0;0;0;0%;
Sex;17/fev;Região IV;B;1;0;0;0;0;0%;
Sáb;18/fev;Região IV;B;1;0;0;0;0;0%;
Dom;19/fev;Região IV;B;1;0;0;0;0;0%;
Seg;20/fev;Região IV;B;1;9.657;1.300;886;4;21%;
Ter;21/fev;Região IV;B;1;0;0;0;0;0%;
Qua;22/fev;Região IV;B;1;0;0;0;0;0%;
Qui;23/fev;Região IV;B;1;8.566;616;723;4;6%;
Sex;24/fev;Região IV;B;1;0;0;0;0;0%;
Sáb;25/fev;Região IV;B;1;0;0;0;0;0%;
Dom;26/fev;Região IV;B;1;0;0;0;0;0%;
Seg;27/fev;Região IV;B;1;0;0;0;0;0%;
Ter;28/fev;Região IV;B;1;0;0;0;0;0%;
Qua;01/mar;Região IV;B;1;0;0;0;0;0%;
Qui;02/mar;Região IV;B;1;0;0;0;0;0%;
Sex;03/mar;Região IV;B;1;0;0;0;0;0%;
Sáb;04/mar;Região IV;B;1;0;0;0;0;0%;
Dom;05/mar;Região IV;B;1;2.521;400;338;4;15%;
Seg;06/mar;Região IV;B;1;5.085;698;621;4;29%;
Ter;07/mar;Região IV;B;1;13.810;2.065;1.853;15;22%;
Qua;08/mar;Região IV;B;1;7.250;831;815;8;24%;
Qui;09/mar;Região IV;B;1;8.284;1.660;1.191;8;24%;
Sex;10/mar;Região IV;B;1;0;0;0;0;0%;
Sáb;11/mar;Região IV;B;1;5.338;795;688;8;21%;
Dom;12/mar;Região IV;B;1;0;0;0;0;0%;
Seg;13/mar;Região IV;B;1;0;0;0;0;0%;
Qui;05/jan;Região V;B;1;0;0;0;0;0%;
Sex;06/jan;Região V;B;1;0;0;0;0;0%;
Sáb;07/jan;Região V;B;1;5.111;866;914;4;11%;
Dom;08/jan;Região V;B;1;0;0;0;0;0%;
Seg;09/jan;Região V;B;1;7.383;1.357;1.856;8;-22%;
Ter;10/jan;Região V;B;1;10.506;2.496;2.848;8;-3%;
Qua;11/jan;Região V;B;1;8.092;1.286;1.433;8;-12%;
Qui;12/jan;Região V;B;1;4.341;532;1.030;4;-5%;
Sex;13/jan;Região V;B;1;4.401;534;598;4;-3%;
Sáb;14/jan;Região V;B;1;5.679;1.204;1.131;4;-4%;
Dom;15/jan;Região V;B;1;11.845;2.166;2.759;8;8%;
Seg;16/jan;Região V;B;1;0;0;0;0;0%;
Ter;17/jan;Região V;B;1;23.283;3.134;3.539;19;-6%;
Qua;18/jan;Região V;B;1;0;0;0;0;0%;
Qui;19/jan;Região V;B;1;0;0;0;0;0%;
Sex;20/jan;Região V;B;1;3.961;505;599;4;-16%;
Sáb;21/jan;Região V;B;1;0;0;0;0;0%;
Dom;22/jan;Região V;B;1;9.228;2.473;2.419;8;8%;
Seg;23/jan;Região V;B;1;6.815;551;630;4;-20%;
Ter;24/jan;Região V;B;1;4.401;505;598;4;-3%;
Qua;25/jan;Região V;B;1;0;0;0;0;0%;
Qui;26/jan;Região V;B;1;0;0;0;0;0%;
Sex;27/jan;Região V;B;1;14.124;1.657;1.987;8;-16%;
Sáb;28/jan;Região V;B;1;6.442;319;297;4;-41%;
Dom;29/jan;Região V;B;1;6.815;1.366;1.473;4;8%;
Seg;30/jan;Região V;B;1;6.815;551;630;4;-20%;
Ter;31/jan;Região V;B;1;3.961;727;838;4;-16%;
Qua;01/fev;Região V;B;1;5.042;801;855;4;8%;
Qui;02/fev;Região V;B;1;19.081;2.087;2.094;12;-7%;
Sex;03/fev;Região V;B;1;0;0;0;0;0%;
Sáb;04/fev;Região V;B;1;0;0;0;0;0%;
Dom;05/fev;Região V;B;1;0;0;0;0;0%;
Seg;06/fev;Região V;B;1;0;0;0;0;0%;
Ter;07/fev;Região V;B;1;0;0;0;0;0%;
Qua;08/fev;Região V;B;1;0;0;0;0;0%;
Qui;09/fev;Região V;B;1;0;0;0;0;0%;
Sex;10/fev;Região V;B;1;0;0;0;0;0%;
Sáb;11/fev;Região V;B;1;0;0;0;0;0%;
Dom;12/fev;Região V;B;1;0;0;0;0;0%;
Seg;13/fev;Região V;B;1;0;0;0;0;0%;
Ter;14/fev;Região V;B;1;0;0;0;0;0%;
Qua;15/fev;Região V;B;1;0;0;0;0;0%;
Qui;16/fev;Região V;B;1;0;0;0;0;0%;
Sex;17/fev;Região V;B;1;0;0;0;0;0%;
Sáb;18/fev;Região V;B;1;0;0;0;0;0%;
Dom;19/fev;Região V;B;1;0;0;0;0;0%;
Seg;20/fev;Região V;B;1;0;0;0;0;0%;
Ter;21/fev;Região V;B;1;0;0;0;0;0%;
Qua;22/fev;Região V;B;1;0;0;0;0;0%;
Qui;23/fev;Região V;B;1;0;0;0;0;0%;
Sex;24/fev;Região V;B;1;5.497;741;858;4;16%;
Sáb;25/fev;Região V;B;1;0;0;0;0;0%;
Dom;26/fev;Região V;B;1;0;0;0;0;0%;
Seg;27/fev;Região V;B;1;0;0;0;0;0%;
Ter;28/fev;Região V;B;1;0;0;0;0;0%;
Qua;01/mar;Região V;B;1;0;0;0;0;0%;
Qui;02/mar;Região V;B;1;0;0;0;0;0%;
Sex;03/mar;Região V;B;1;0;0;0;0;0%;
Sáb;04/mar;Região V;B;1;0;0;0;0;0%;
Dom;05/mar;Região V;B;1;2.556;585;734;4;16%;
Seg;06/mar;Região V;B;1;6.130;1.224;1.284;4;25%;
Ter;07/mar;Região V;B;1;2.555;497;573;4;16%;
Qua;08/mar;Região V;B;1;6.501;1.119;1.360;8;18%;
Qui;09/mar;Região V;B;1;0;0;0;0;0%;
Sex;10/mar;Região V;B;1;2.801;434;346;4;24%;
Sáb;11/mar;Região V;B;1;15.526;1.243;1.286;8;-8%;
Dom;12/mar;Região V;B;1;5.392;730;857;4;25%;
Seg;13/mar;Região V;B;1;6.588;1.062;1.167;8;24%;
Qui;05/jan;região I;B;2;4.811;68;401;4;24%;
Sex;06/jan;região I;B;2;0;0;0;0;0%;
Sáb;07/jan;região I;B;2;24.841;384;2.656;19;-3%;
Dom;08/jan;região I;B;2;11.384;208;1.630;12;-3%;
Seg;09/jan;região I;B;2;40.971;855;3.238;35;-7%;
Ter;10/jan;região I;B;2;38.677;713;4.267;27;-1%;
Qua;11/jan;região I;B;2;27.312;429;2.848;23;-3%;
Qui;12/jan;região I;B;2;37.858;798;4.430;35;-10%;
Sex;13/jan;região I;B;2;0;0;0;0;0%;
Sáb;14/jan;região I;B;2;9.943;140;993;8;1%;
Dom;15/jan;região I;B;2;11.935;155;1.977;8;20%;
Seg;16/jan;região I;B;2;15.801;314;1.307;15;10%;
Ter;17/jan;região I;B;2;52.484;1.171;5.887;50;-4%;
Qua;18/jan;região I;B;2;40.910;959;3.627;35;-2%;
Qui;19/jan;região I;B;2;42.732;858;3.956;35;-2%;
Sex;20/jan;região I;B;2;45.907;963;3.204;31;-1%;
Sáb;21/jan;região I;B;2;37.359;505;3.089;23;-7%;
Dom;22/jan;região I;B;2;11.618;315;780;8;-5%;
Seg;23/jan;região I;B;2;12.324;140;830;8;2%;
Ter;24/jan;região I;B;2;5.602;70;439;4;-3%;
Qua;25/jan;região I;B;2;0;0;0;0;0%;
Qui;26/jan;região I;B;2;19.050;367;1.604;12;0%;
Sex;27/jan;região I;B;2;5.602;140;891;4;-8%;
Sáb;28/jan;região I;B;2;23.256;274;1.612;15;-10%;
Dom;29/jan;região I;B;2;18.854;297;1.969;12;-1%;
Seg;30/jan;região I;B;2;4.222;68;540;4;-8%;
Ter;31/jan;região I;B;2;32.316;704;2.438;19;-4%;
Qua;01/fev;região I;B;2;14.109;208;1.148;12;-8%;
Qui;02/fev;região I;B;2;25.926;512;1.961;15;-11%;
Sex;03/fev;região I;B;2;12.097;157;757;8;-4%;
Sáb;04/fev;região I;B;2;3.246;70;317;4;21%;
Dom;05/fev;região I;B;2;0;0;0;0;0%;
Seg;06/fev;região I;B;2;0;0;0;0;0%;
Ter;07/fev;região I;B;2;3.961;87;326;4;6%;
Qua;08/fev;região I;B;2;4.473;126;502;4;10%;
Qui;09/fev;região I;B;2;0;0;0;0;0%;
Sex;10/fev;região I;B;2;0;0;0;0;0%;
Sáb;11/fev;região I;B;2;0;0;0;0;0%;
Dom;12/fev;região I;B;2;11.002;87;309;4;14%;
Seg;13/fev;região I;B;2;0;0;0;0;0%;
Ter;14/fev;região I;B;2;10.003;157;606;8;21%;
Qua;15/fev;região I;B;2;0;0;0;0;0%;
Qui;16/fev;região I;B;2;3.918;70;428;4;18%;
Sex;17/fev;região I;B;2;3.425;70;336;4;17%;
Sáb;18/fev;região I;B;2;3.918;70;340;4;18%;
Dom;19/fev;região I;B;2;0;0;0;0;0%;
Seg;20/fev;região I;B;2;11.937;210;891;8;-2%;
Ter;21/fev;região I;B;2;0;0;0;0;0%;
Qua;22/fev;região I;B;2;0;0;0;0;0%;
Qui;23/fev;região I;B;2;0;0;0;0;0%;
Sex;24/fev;região I;B;2;7.017;68;507;4;15%;
Sáb;25/fev;região I;B;2;0;0;0;0;0%;
Dom;26/fev;região I;B;2;7.532;70;638;4;17%;
Seg;27/fev;região I;B;2;0;0;0;0;0%;
Ter;28/fev;região I;B;2;0;0;0;0;0%;
Qua;01/mar;região I;B;2;6.482;138;880;8;-5%;
Qui;02/mar;região I;B;2;2.309;68;333;4;22%;
Sex;03/mar;região I;B;2;14.675;398;1.869;19;12%;
Sáb;04/mar;região I;B;2;15.639;332;1.542;15;9%;
Dom;05/mar;região I;B;2;16.438;421;2.021;19;20%;
Seg;06/mar;região I;B;2;13.644;379;2.087;19;10%;
Ter;07/mar;região I;B;2;14.413;409;1.902;15;19%;
Qua;08/mar;região I;B;2;24.970;797;3.493;31;13%;
Qui;09/mar;região I;B;2;15.239;524;2.339;15;24%;
Sex;10/mar;região I;B;2;3.918;70;418;4;18%;
Sáb;11/mar;região I;B;2;24.499;524;2.511;23;19%;
Dom;12/mar;região I;B;2;22.724;630;2.681;27;14%;
Seg;13/mar;região I;B;2;19.963;466;1.751;19;16%;
Qui;05/jan;Região II;B;2;0;0;0;0;0%;
Sex;06/jan;Região II;B;2;0;0;0;0;0%;
Sáb;07/jan;Região II;B;2;0;0;0;0;0%;
Dom;08/jan;Região II;B;2;0;0;0;0;0%;
Seg;09/jan;Região II;B;2;6.162;196;1.214;4;9%;
Ter;10/jan;Região II;B;2;0;0;0;0;0%;
Qua;11/jan;Região II;B;2;3.641;196;574;4;-24%;
Qui;12/jan;Região II;B;2;5.602;336;318;4;-2%;
Sex;13/jan;Região II;B;2;0;0;0;0;0%;
Sáb;14/jan;Região II;B;2;0;0;0;0;0%;
Dom;15/jan;Região II;B;2;0;0;0;0;0%;
Seg;16/jan;Região II;B;2;6.442;196;618;4;-26%;
Ter;17/jan;Região II;B;2;14.705;574;1.850;12;-17%;
Qua;18/jan;Região II;B;2;5.042;196;882;4;8%;
Qui;19/jan;Região II;B;2;20.590;898;3.046;15;-21%;
Sex;20/jan;Região II;B;2;3.642;199;964;4;-6%;
Sáb;21/jan;Região II;B;2;0;0;0;0;0%;
Dom;22/jan;Região II;B;2;0;0;0;0;0%;
Seg;23/jan;Região II;B;2;0;0;0;0;0%;
Ter;24/jan;Região II;B;2;0;0;0;0;0%;
Qua;25/jan;Região II;B;2;0;0;0;0;0%;
Qui;26/jan;Região II;B;2;13.164;378;2.138;8;-25%;
Sex;27/jan;Região II;B;2;5.602;196;1.507;4;-8%;
Sáb;28/jan;Região II;B;2;0;0;0;0;0%;
Dom;29/jan;Região II;B;2;0;0;0;0;0%;
Seg;30/jan;Região II;B;2;6.442;196;1.421;4;2%;
Ter;31/jan;Região II;B;2;0;0;0;0;0%;
Qua;01/fev;Região II;B;2;0;0;0;0;0%;
Qui;02/fev;Região II;B;2;0;0;0;0;0%;
Sex;03/fev;Região II;B;2;0;0;0;0;0%;
Sáb;04/fev;Região II;B;2;0;0;0;0;0%;
Dom;05/fev;Região II;B;2;0;0;0;0;0%;
Seg;06/fev;Região II;B;2;0;0;0;0;0%;
Ter;07/fev;Região II;B;2;0;0;0;0;0%;
Qua;08/fev;Região II;B;2;0;0;0;0;0%;
Qui;09/fev;Região II;B;2;0;0;0;0;0%;
Sex;10/fev;Região II;B;2;0;0;0;0;0%;
Sáb;11/fev;Região II;B;2;0;0;0;0;0%;
Dom;12/fev;Região II;B;2;0;0;0;0;0%;
Seg;13/fev;Região II;B;2;0;0;0;0;0%;
Ter;14/fev;Região II;B;2;0;0;0;0;0%;
Qua;15/fev;Região II;B;2;0;0;0;0;0%;
Qui;16/fev;Região II;B;2;0;0;0;0;0%;
Sex;17/fev;Região II;B;2;0;0;0;0;0%;
Sáb;18/fev;Região II;B;2;0;0;0;0;0%;
Dom;19/fev;Região II;B;2;0;0;0;0;0%;
Seg;20/fev;Região II;B;2;0;0;0;0;0%;
Ter;21/fev;Região II;B;2;0;0;0;0;0%;
Qua;22/fev;Região II;B;2;0;0;0;0;0%;
Qui;23/fev;Região II;B;2;0;0;0;0;0%;
Sex;24/fev;Região II;B;2;5.703;196;791;4;5%;
Sáb;25/fev;Região II;B;2;0;0;0;0;0%;
Dom;26/fev;Região II;B;2;0;0;0;0;0%;
Seg;27/fev;Região II;B;2;0;0;0;0;0%;
Ter;28/fev;Região II;B;2;0;0;0;0;0%;
Qua;01/mar;Região II;B;2;0;0;0;0;0%;
Qui;02/mar;Região II;B;2;0;0;0;0;0%;
Sex;03/mar;Região II;B;2;10.905;364;1.284;8;7%;
Sáb;04/mar;Região II;B;2;5.199;196;1.150;4;50%;
Dom;05/mar;Região II;B;2;4.426;364;832;8;17%;
Seg;06/mar;Região II;B;2;1.905;182;379;4;21%;
Ter;07/mar;Região II;B;2;8.683;546;2.106;12;13%;
Qua;08/mar;Região II;B;2;7.882;366;1.431;8;24%;
Qui;09/mar;Região II;B;2;0;0;0;0;0%;
Sex;10/mar;Região II;B;2;0;0;0;0;0%;
Sáb;11/mar;Região II;B;2;0;0;0;0;0%;
Dom;12/mar;Região II;B;2;0;0;0;0;0%;
Seg;13/mar;Região II;B;2;0;0;0;0;0%;
Qui;05/jan;Região III;B;2;0;0;0;0;0%;
Sex;06/jan;Região III;B;2;0;0;0;0;0%;
Sáb;07/jan;Região III;B;2;5.882;1.543;1.681;4;2%;
Dom;08/jan;Região III;B;2;0;0;0;0;0%;
Seg;09/jan;Região III;B;2;0;0;0;0;0%;
Ter;10/jan;Região III;B;2;0;0;0;0;0%;
Qua;11/jan;Região III;B;2;0;0;0;0;0%;
Qui;12/jan;Região III;B;2;0;0;0;0;0%;
Sex;13/jan;Região III;B;2;0;0;0;0;0%;
Sáb;14/jan;Região III;B;2;0;0;0;0;0%;
Dom;15/jan;Região III;B;2;0;0;0;0;0%;
Seg;16/jan;Região III;B;2;0;0;0;0;0%;
Ter;17/jan;Região III;B;2;0;0;0;0;0%;
Qua;18/jan;Região III;B;2;0;0;0;0;0%;
Qui;19/jan;Região III;B;2;0;0;0;0;0%;
Sex;20/jan;Região III;B;2;0;0;0;0;0%;
Sáb;21/jan;Região III;B;2;5.322;896;1.015;4;-8%;
Dom;22/jan;Região III;B;2;0;0;0;0;0%;
Seg;23/jan;Região III;B;2;0;0;0;0;0%;
Ter;24/jan;Região III;B;2;0;0;0;0;0%;
Qua;25/jan;Região III;B;2;0;0;0;0;0%;
Qui;26/jan;Região III;B;2;0;0;0;0;0%;
Sex;27/jan;Região III;B;2;0;0;0;0;0%;
Sáb;28/jan;Região III;B;2;0;0;0;0;0%;
Dom;29/jan;Região III;B;2;0;0;0;0;0%;
Seg;30/jan;Região III;B;2;0;0;0;0;0%;
Ter;31/jan;Região III;B;2;0;0;0;0;0%;
Qua;01/fev;Região III;B;2;0;0;0;0;0%;
Qui;02/fev;Região III;B;2;0;0;0;0;0%;
Sex;03/fev;Região III;B;2;0;0;0;0;0%;
Sáb;04/fev;Região III;B;2;0;0;0;0;0%;
Dom;05/fev;Região III;B;2;0;0;0;0;0%;
Seg;06/fev;Região III;B;2;0;0;0;0;0%;
Ter;07/fev;Região III;B;2;0;0;0;0;0%;
Qua;08/fev;Região III;B;2;0;0;0;0;0%;
Qui;09/fev;Região III;B;2;0;0;0;0;0%;
Sex;10/fev;Região III;B;2;0;0;0;0;0%;
Sáb;11/fev;Região III;B;2;0;0;0;0;0%;
Dom;12/fev;Região III;B;2;0;0;0;0;0%;
Seg;13/fev;Região III;B;2;0;0;0;0;0%;
Ter;14/fev;Região III;B;2;0;0;0;0;0%;
Qua;15/fev;Região III;B;2;0;0;0;0;0%;
Qui;16/fev;Região III;B;2;0;0;0;0;0%;
Sex;17/fev;Região III;B;2;0;0;0;0;0%;
Sáb;18/fev;Região III;B;2;0;0;0;0;0%;
Dom;19/fev;Região III;B;2;0;0;0;0;0%;
Seg;20/fev;Região III;B;2;0;0;0;0;0%;
Ter;21/fev;Região III;B;2;0;0;0;0;0%;
Qua;22/fev;Região III;B;2;0;0;0;0;0%;
Qui;23/fev;Região III;B;2;0;0;0;0;0%;
Sex;24/fev;Região III;B;2;0;0;0;0;0%;
Sáb;25/fev;Região III;B;2;0;0;0;0;0%;
Dom;26/fev;Região III;B;2;0;0;0;0;0%;
Seg;27/fev;Região III;B;2;0;0;0;0;0%;
Ter;28/fev;Região III;B;2;0;0;0;0;0%;
Qua;01/mar;Região III;B;2;0;0;0;0;0%;
Qui;02/mar;Região III;B;2;0;0;0;0;0%;
Sex;03/mar;Região III;B;2;0;0;0;0;0%;
Sáb;04/mar;Região III;B;2;0;0;0;0;0%;
Dom;05/mar;Região III;B;2;0;0;0;0;0%;
Seg;06/mar;Região III;B;2;0;0;0;0;0%;
Ter;07/mar;Região III;B;2;2.521;874;989;4;15%;
Qua;08/mar;Região III;B;2;0;0;0;0;0%;
Qui;09/mar;Região III;B;2;0;0;0;0;0%;
Sex;10/mar;Região III;B;2;0;0;0;0;0%;
Sáb;11/mar;Região III;B;2;0;0;0;0;0%;
Dom;12/mar;Região III;B;2;0;0;0;0;0%;
Seg;13/mar;Região III;B;2;0;0;0;0;0%;
Qui;05/jan;Região IV;B;2;0;0;0;0;0%;
Sex;06/jan;Região IV;B;2;0;0;0;0;0%;
Sáb;07/jan;Região IV;B;2;0;0;0;0;0%;
Dom;08/jan;Região IV;B;2;0;0;0;0;0%;
Seg;09/jan;Região IV;B;2;0;0;0;0;0%;
Ter;10/jan;Região IV;B;2;0;0;0;0;0%;
Qua;11/jan;Região IV;B;2;0;0;0;0;0%;
Qui;12/jan;Região IV;B;2;5.963;880;612;4;9%;
Sex;13/jan;Região IV;B;2;0;0;0;0;0%;
Sáb;14/jan;Região IV;B;2;0;0;0;0;0%;
Dom;15/jan;Região IV;B;2;0;0;0;0;0%;
Seg;16/jan;Região IV;B;2;0;0;0;0;0%;
Ter;17/jan;Região IV;B;2;0;0;0;0;0%;
Qua;18/jan;Região IV;B;2;6.531;304;282;4;-39%;
Qui;19/jan;Região IV;B;2;0;0;0;0;0%;
Sex;20/jan;Região IV;B;2;0;0;0;0;0%;
Sáb;21/jan;Região IV;B;2;0;0;0;0;0%;
Dom;22/jan;Região IV;B;2;0;0;0;0;0%;
Seg;23/jan;Região IV;B;2;0;0;0;0;0%;
Ter;24/jan;Região IV;B;2;0;0;0;0;0%;
Qua;25/jan;Região IV;B;2;0;0;0;0;0%;
Qui;26/jan;Região IV;B;2;0;0;0;0;0%;
Sex;27/jan;Região IV;B;2;0;0;0;0;0%;
Sáb;28/jan;Região IV;B;2;0;0;0;0;0%;
Dom;29/jan;Região IV;B;2;0;0;0;0;0%;
Seg;30/jan;Região IV;B;2;0;0;0;0;0%;
Ter;31/jan;Região IV;B;2;0;0;0;0;0%;
Qua;01/fev;Região IV;B;2;3.407;426;388;4;-11%;
Qui;02/fev;Região IV;B;2;0;0;0;0;0%;
Sex;03/fev;Região IV;B;2;0;0;0;0;0%;
Sáb;04/fev;Região IV;B;2;0;0;0;0;0%;
Dom;05/fev;Região IV;B;2;0;0;0;0;0%;
Seg;06/fev;Região IV;B;2;0;0;0;0;0%;
Ter;07/fev;Região IV;B;2;0;0;0;0;0%;
Qua;08/fev;Região IV;B;2;0;0;0;0;0%;
Qui;09/fev;Região IV;B;2;0;0;0;0;0%;
Sex;10/fev;Região IV;B;2;0;0;0;0;0%;
Sáb;11/fev;Região IV;B;2;0;0;0;0;0%;
Dom;12/fev;Região IV;B;2;0;0;0;0;0%;
Seg;13/fev;Região IV;B;2;0;0;0;0;0%;
Ter;14/fev;Região IV;B;2;0;0;0;0;0%;
Qua;15/fev;Região IV;B;2;0;0;0;0;0%;
Qui;16/fev;Região IV;B;2;0;0;0;0;0%;
Sex;17/fev;Região IV;B;2;0;0;0;0;0%;
Sáb;18/fev;Região IV;B;2;0;0;0;0;0%;
Dom;19/fev;Região IV;B;2;0;0;0;0;0%;
Seg;20/fev;Região IV;B;2;0;0;0;0;0%;
Ter;21/fev;Região IV;B;2;0;0;0;0;0%;
Qua;22/fev;Região IV;B;2;0;0;0;0;0%;
Qui;23/fev;Região IV;B;2;0;0;0;0;0%;
Sex;24/fev;Região IV;B;2;0;0;0;0;0%;
Sáb;25/fev;Região IV;B;2;0;0;0;0;0%;
Dom;26/fev;Região IV;B;2;0;0;0;0;0%;
Seg;27/fev;Região IV;B;2;0;0;0;0;0%;
Ter;28/fev;Região IV;B;2;0;0;0;0;0%;
Qua;01/mar;Região IV;B;2;0;0;0;0;0%;
Qui;02/mar;Região IV;B;2;0;0;0;0;0%;
Sex;03/mar;Região IV;B;2;0;0;0;0;0%;
Sáb;04/mar;Região IV;B;2;0;0;0;0;0%;
Dom;05/mar;Região IV;B;2;0;0;0;0;0%;
Seg;06/mar;Região IV;B;2;0;0;0;0;0%;
Ter;07/mar;Região IV;B;2;0;0;0;0;0%;
Qua;08/mar;Região IV;B;2;0;0;0;0;0%;
Qui;09/mar;Região IV;B;2;0;0;0;0;0%;
Sex;10/mar;Região IV;B;2;0;0;0;0;0%;
Sáb;11/mar;Região IV;B;2;0;0;0;0;0%;
Dom;12/mar;Região IV;B;2;0;0;0;0;0%;
Seg;13/mar;Região IV;B;2;0;0;0;0;0%;
Qui;05/jan;Região V;B;2;0;0;0;0;0%;
Sex;06/jan;Região V;B;2;0;0;0;0;0%;
Sáb;07/jan;Região V;B;2;0;0;0;0;0%;
Dom;08/jan;Região V;B;2;0;0;0;0;0%;
Seg;09/jan;Região V;B;2;0;0;0;0;0%;
Ter;10/jan;Região V;B;2;0;0;0;0;0%;
Qua;11/jan;Região V;B;2;0;0;0;0;0%;
Qui;12/jan;Região V;B;2;0;0;0;0;0%;
Sex;13/jan;Região V;B;2;0;0;0;0;0%;
Sáb;14/jan;Região V;B;2;0;0;0;0;0%;
Dom;15/jan;Região V;B;2;0;0;0;0;0%;
Seg;16/jan;Região V;B;2;0;0;0;0;0%;
Ter;17/jan;Região V;B;2;0;0;0;0;0%;
Qua;18/jan;Região V;B;2;0;0;0;0;0%;
Qui;19/jan;Região V;B;2;0;0;0;0;0%;
Sex;20/jan;Região V;B;2;0;0;0;0;0%;
Sáb;21/jan;Região V;B;2;0;0;0;0;0%;
Dom;22/jan;Região V;B;2;0;0;0;0;0%;
Seg;23/jan;Região V;B;2;4.401;505;598;4;-3%;
Ter;24/jan;Região V;B;2;0;0;0;0;0%;
Qua;25/jan;Região V;B;2;0;0;0;0;0%;
Qui;26/jan;Região V;B;2;0;0;0;0;0%;
Sex;27/jan;Região V;B;2;0;0;0;0;0%;
Sáb;28/jan;Região V;B;2;0;0;0;0;0%;
Dom;29/jan;Região V;B;2;0;0;0;0;0%;
Seg;30/jan;Região V;B;2;0;0;0;0;0%;
Ter;31/jan;Região V;B;2;0;0;0;0;0%;
Qua;01/fev;Região V;B;2;0;0;0;0;0%;
Qui;02/fev;Região V;B;2;0;0;0;0;0%;
Sex;03/fev;Região V;B;2;6.531;639;627;4;-24%;
Sáb;04/fev;Região V;B;2;0;0;0;0;0%;
Dom;05/fev;Região V;B;2;0;0;0;0;0%;
Seg;06/fev;Região V;B;2;0;0;0;0;0%;
Ter;07/fev;Região V;B;2;0;0;0;0;0%;
Qua;08/fev;Região V;B;2;0;0;0;0;0%;
Qui;09/fev;Região V;B;2;0;0;0;0;0%;
Sex;10/fev;Região V;B;2;0;0;0;0;0%;
Sáb;11/fev;Região V;B;2;0;0;0;0;0%;
Dom;12/fev;Região V;B;2;0;0;0;0;0%;
Seg;13/fev;Região V;B;2;0;0;0;0;0%;
Ter;14/fev;Região V;B;2;0;0;0;0;0%;
Qua;15/fev;Região V;B;2;0;0;0;0;0%;
Qui;16/fev;Região V;B;2;0;0;0;0;0%;
Sex;17/fev;Região V;B;2;0;0;0;0;0%;
Sáb;18/fev;Região V;B;2;0;0;0;0;0%;
Dom;19/fev;Região V;B;2;0;0;0;0;0%;
Seg;20/fev;Região V;B;2;0;0;0;0;0%;
Ter;21/fev;Região V;B;2;0;0;0;0;0%;
Qua;22/fev;Região V;B;2;0;0;0;0;0%;
Qui;23/fev;Região V;B;2;0;0;0;0;0%;
Sex;24/fev;Região V;B;2;0;0;0;0;0%;
Sáb;25/fev;Região V;B;2;0;0;0;0;0%;
Dom;26/fev;Região V;B;2;0;0;0;0;0%;
Seg;27/fev;Região V;B;2;0;0;0;0;0%;
Ter;28/fev;Região V;B;2;0;0;0;0;0%;
Qua;01/mar;Região V;B;2;0;0;0;0;0%;
Qui;02/mar;Região V;B;2;0;0;0;0;0%;
Sex;03/mar;Região V;B;2;0;0;0;0;0%;
Sáb;04/mar;Região V;B;2;0;0;0;0;0%;
Dom;05/mar;Região V;B;2;0;0;0;0;0%;
Seg;06/mar;Região V;B;2;0;0;0;0;0%;
Ter;07/mar;Região V;B;2;0;0;0;0;0%;
Qua;08/mar;Região V;B;2;0;0;0;0;0%;
Qui;09/mar;Região V;B;2;6.193;917;993;4;13%;
Sex;10/mar;Região V;B;2;3.407;795;832;4;21%;
Sáb;11/mar;Região V;B;2;0;0;0;0;0%;
Dom;12/mar;Região V;B;2;5.392;1.104;1.281;4;25%;
